Name,Organization,id,Description,Translation Required,Spanish_Description,locations,address_1 (from address) (from locations) 2,city (from address) (from locations) 3,Zip Code (from address) (from locations) 3,latitude (from locations) 2,longitude (from locations) 2,url,email,active,application_process,service_options,payment_options,taxonomy,phones,schedule,weekday (from schedule) 3,opens_at (from schedule) 3,closes_at (from schedule) 3,add_day (from schedule) 4,add_hours (from schedule) 4,med_area,legal_area,cash_area,dv_area,foodstamp_area,freefood_area,details,service_area,Last updated,Updated By,owner,status,Auto-Last updated,Auto-Last updated by,Questions/Confusions/Observations
Sonoma Mountain High School,Petaluma City Schools,15158,"We provide 7 days worth of breakfast and lunch meals for students every week. We are changing the pickup schedule. Pickup will be three days a week, with 4-6 meals available per student each day. Please note, any child under the age of 18 is eligible for meals.

Petaluma High families will pick up meals at Petaluma Junior High.

Monday 2 lunches and 2 breakfast per student
Wednesday 2 lunches and 2 breakfast meals per student
Friday 3 lunches and 3 breakfast meals per student

Please contact your school site for their specific pickup location.",,"Ofrecemos 7 días de desayuno y almuerzo para los estudiantes cada semana.  Estamos cambiando el horario de recogida. La recogida será tres días a la semana, con 4-6 comidas disponibles por estudiante cada día. Tenga en cuenta que cualquier niño menor de 18 años es elegible para las comidas.

Las familias de Petaluma High recogerán las comidas en Petaluma Junior High.

Lunes 2 almuerzos y 2 desayunos por estudiante
Miércoles 2 almuerzos y 2 desayunos por estudiante
Viernes 3 almuerzos y 3 desayunos por estudiante

Comuníquese con el sitio de su escuela para saber el lugar específico de recogida.",299 Casa Grande Rd,299 Casa Grande Rd,Petaluma,94954,,,petalumacityschools.org/Page/4858,rdigiaimo@petk12.org,Open,,Curbside Pickup,,School Meals,(707) 778-4851,Petaluma City Schools - All Schools,"Monday, Wednesday, Friday",12:15 PM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,11/9/2020,Ryan,Ryan Lee,Vetted,11/12/2020 4:45am,Micah Trautwein,
Valley Vista,Petaluma City Schools,15159,"We provide 7 days worth of breakfast and lunch meals for students every week. We are changing the pickup schedule. Pickup will be three days a week, with 4-6 meals available per student each day. Please note, any child under the age of 18 is eligible for meals.

Petaluma High families will pick up meals at Petaluma Junior High.

Monday 2 lunches and 2 breakfast per student
Wednesday 2 lunches and 2 breakfast meals per student
Friday 3 lunches and 3 breakfast meals per student

Please contact your school site for their specific pickup location.",,"Ofrecemos 7 días de desayuno y almuerzo para los estudiantes cada semana.  Estamos cambiando el horario de recogida. La recogida será tres días a la semana, con 4-6 comidas disponibles por estudiante cada día. Tenga en cuenta que cualquier niño menor de 18 años es elegible para las comidas.

Las familias de Petaluma High recogerán las comidas en Petaluma Junior High.

Lunes 2 almuerzos y 2 desayunos por estudiante
Miércoles 2 almuerzos y 2 desayunos por estudiante
Viernes 3 almuerzos y 3 desayunos por estudiante

Comuníquese con el sitio de su escuela para saber el lugar específico de recogida.",730 North Webster St.,730 North Webster St.,Petaluma,94952,,,petalumacityschools.org/Page/4858,rdigiaimo@petk12.org,Open,,Curbside Pickup,,School Meals,(707) 778-4851,Petaluma City Schools - All Schools,"Monday, Wednesday, Friday",12:15 PM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,11/9/2020,Ryan,Ryan Lee,Vetted,11/12/2020 4:45am,Micah Trautwein,
McNear Elementary,Petaluma City Schools,15160,"We provide 7 days worth of breakfast and lunch meals for students every week. We are changing the pickup schedule. Pickup will be three days a week, with 4-6 meals available per student each day. Please note, any child under the age of 18 is eligible for meals.

Petaluma High families will pick up meals at Petaluma Junior High.

Monday 2 lunches and 2 breakfast per student
Wednesday 2 lunches and 2 breakfast meals per student
Friday 3 lunches and 3 breakfast meals per student

Please contact your school site for their specific pickup location.",,"Ofrecemos 7 días de desayuno y almuerzo para los estudiantes cada semana.  Estamos cambiando el horario de recogida. La recogida será tres días a la semana, con 4-6 comidas disponibles por estudiante cada día. Tenga en cuenta que cualquier niño menor de 18 años es elegible para las comidas.

Las familias de Petaluma High recogerán las comidas en Petaluma Junior High.

Lunes 2 almuerzos y 2 desayunos por estudiante
Miércoles 2 almuerzos y 2 desayunos por estudiante
Viernes 3 almuerzos y 3 desayunos por estudiante

Comuníquese con el sitio de su escuela para saber el lugar específico de recogida.",605 Sunnyslope Ave.,605 Sunnyslope Ave.,Petaluma,94952,,,petalumacityschools.org/Page/4858,rdigiaimo@petk12.org,Open,,Curbside Pickup,,School Meals,(707) 778-4851,Petaluma City Schools - All Schools,"Monday, Wednesday, Friday",12:15 PM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,11/9/2020,Ryan,Ryan Lee,Vetted,11/12/2020 4:45am,Micah Trautwein,
Valle Vista Elementary,Mount Pleasant Elementary School District,15161,MPESD provides both breakfast and lunch to all students between the ages 1~18 at no cost. Students are not required to be present when picking up the meals. Parents or guardians may pick up the meals each day via curbside pickup.,,MPESD ofrece desayuno y almuerzo a todos los estudiantes de entre 1 y 18 años sin costo alguno. No se requiere que los estudiantes estén presentes cuando recojan las comidas. Los padres o tutores pueden recoger las comidas todos los días en la acera.,2400 Flint Ave,2400 Flint Ave,San Jose,95148,,,https://www.mpesd.org/Page/5088,mosicka@mpesd.org,Open,,Curbside Pickup,,School Meals,(408) 223-3720,Mt. Pleasant Elementary - All Schools,"Monday, Tuesday, Wednesday, Thursday, Friday",10:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,11/8/2020,Charlie,Matthew Choi,Vetted,11/12/2020 6:37am,Charlie Hoffs,
Elmer Cave Dual Language Academy,Vallejo City Unified,15163,Parents/guardians can pick up these meals at ANY school site.  Children do not need to be present for meal pick up. ,,Los padres / tutores pueden recoger estas comidas en CUALQUIER sitio escolar. No es necesario que los niños estén presentes para recoger la comida.,770 Tregaskis Ave,770 Tregaskis Ave,Vallejo,94591,,,https://vallejostudentnutrition.com/?page=menus,kbraverman@vcusd.org,Open,,Curbside Pickup,,School Meals,(707) 556-8400,Vallejo City Schools - All Schools,"Monday, Thursday",11:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch,Dinner,Snack",All Children,,11/1/2020,Clarissa,Clarissa Lee,Vetted,11/12/2020 6:32am,Charlie Hoffs,
Franklin Middle ,Vallejo City Unified,15168,"Parents/guardians can pick up these meals at ANY school site.  Children do not need to be present for meal pick up. 
",,Los padres / tutores pueden recoger estas comidas en CUALQUIER sitio escolar. No es necesario que los niños estén presentes para recoger la comida.,501 Starr Ave,501 Starr Ave,Vallejo,94590,,,https://vallejostudentnutrition.com/?page=menus,kbraverman@vcusd.org,Open,,Curbside Pickup,,School Meals,(707) 556-8400,Vallejo City Schools - All Schools,"Monday, Thursday",11:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch,Dinner,Snack",All Children,,11/1/2020,Clarissa,Clarissa Lee,Vetted,11/12/2020 6:32am,Charlie Hoffs,
John Finney High,Vallejo City Unified,15169,"Parents/guardians can pick up these meals at ANY school site.  Children do not need to be present for meal pick up. 
",,Los padres / tutores pueden recoger estas comidas en CUALQUIER sitio escolar. No es necesario que los niños estén presentes para recoger la comida.,1347 Amador St,1347 Amador St,Vallejo,94590,,,https://vallejostudentnutrition.com/?page=menus,kbraverman@vcusd.org,Open,,Curbside Pickup,,School Meals,(707) 556-8400,Vallejo City Schools - All Schools,"Monday, Thursday",11:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch,Dinner,Snack",All Children,,11/1/2020,Clarissa,Clarissa Lee,Vetted,11/12/2020 6:32am,Charlie Hoffs,
 Farragut Academy,Vallejo City Unified,15170,Parents/guardians can pick up these meals at ANY school site.  Children do not need to be present for meal pick up. ,,Los padres / tutores pueden recoger estas comidas en CUALQUIER sitio escolar. No es necesario que los niños estén presentes para recoger la comida.,301 Farragut Ave,301 Farragut Ave,Vallejo,94590,,,https://vallejostudentnutrition.com/?page=menus,kbraverman@vcusd.org,Open,,Curbside Pickup,,School Meals,(707) 556-8400,Vallejo City Schools - All Schools,"Monday, Thursday",11:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch,Dinner,Snack",All Children,,11/1/2020,Clarissa,Clarissa Lee,Vetted,11/12/2020 6:32am,Charlie Hoffs,
Vallejo Reg. Ed. Ctr.,Vallejo City Unified,15171,"Parents/guardians can pick up these meals at ANY school site.  Children do not need to be present for meal pick up. 
",,Los padres / tutores pueden recoger estas comidas en CUALQUIER sitio escolar. No es necesario que los niños estén presentes para recoger la comida.,436 Del Sur St,436 Del Sur St,Vallejo,94591,,,https://vallejostudentnutrition.com/?page=menus,kbraverman@vcusd.org,Open,,Curbside Pickup,,School Meals,(707) 556-8400,Vallejo City Schools - All Schools,"Monday, Thursday",11:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch,Dinner,Snack",All Children,,11/1/2020,Clarissa,Clarissa Lee,Vetted,11/12/2020 6:32am,Charlie Hoffs,
Independent Study Academy,Vallejo City Unified,15172,"Parents/guardians can pick up these meals at ANY school site.  Children do not need to be present for meal pick up. 
",,Los padres / tutores pueden recoger estas comidas en CUALQUIER sitio escolar. No es necesario que los niños estén presentes para recoger la comida.,1399 Amador St,1301-1399 Amador St,Vallejo,94590,,,https://vallejostudentnutrition.com/?page=menus,kbraverman@vcusd.org,Open,,Curbside Pickup,,School Meals,(707) 556-8400,Vallejo City Schools - All Schools,"Monday, Thursday",11:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch,Dinner,Snack",All Children,,11/1/2020,Clarissa,Clarissa Lee,Vetted,11/12/2020 6:32am,Charlie Hoffs,
Everest Academy,Vallejo City Unified,15173,Parents/guardians can pick up these meals at ANY school site.  Children do not need to be present for meal pick up. ,,Los padres / tutores pueden recoger estas comidas en CUALQUIER sitio escolar. No es necesario que los niños estén presentes para recoger la comida.,1357 Colusa St,1357 Colusa St,Vallejo,94590,,,https://vallejostudentnutrition.com/?page=menus,kbraverman@vcusd.org,Open,,Curbside Pickup,,School Meals,(707) 556-8400,Vallejo City Schools - All Schools,"Monday, Thursday",11:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch,Dinner,Snack",All Children,,11/1/2020,Clarissa,Clarissa Lee,Vetted,11/12/2020 6:32am,Charlie Hoffs,
Vallejo Charter School,Vallejo City Unified,15174,Parents/guardians can pick up these meals at ANY school site.  Children do not need to be present for meal pick up. ,,Los padres / tutores pueden recoger estas comidas en CUALQUIER sitio escolar. No es necesario que los niños estén presentes para recoger la comida.,2833 Tennessee St,2833 Tennessee St,Vallejo,94591,,,https://vallejostudentnutrition.com/?page=menus,kbraverman@vcusd.org,Open,,Curbside Pickup,,School Meals,(707) 556-8400,Vallejo City Schools - All Schools,"Monday, Thursday",11:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch,Dinner,Snack",All Children,,11/1/2020,Clarissa,Clarissa Lee,Vetted,11/12/2020 6:32am,Charlie Hoffs,
Painter/Sheppard Middle School,Alum Rock Union Elementary,15491,"Any child 18 and younger can stop by one of our meal distribution locations and receive a FREE breakfast, lunch and supper meal.",,"Cualquier niño de 18 años o menos puede pasar por uno de nuestros lugares de distribución de comidas y recibir un desayuno, almuerzo y cena GRATIS.",480 Rough And Ready Rd.,480 Rough And Ready Rd.,San Jose,95113,37.374531,-121.8415717,https://www.arusd.org/distance-learning-resources/food-distribution,,Open,,Curbside Pickup,,School Meals,(408) 928-6903,Alum Rock Unified - 11:00 am - 1:00 pm,"Monday, Tuesday, Wednesday, Thursday",11:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch,Dinner",All Children,,11/1/2020,Clarissa,Clarissa Lee,Vetted,11/12/2020 6:33am,Charlie Hoffs,
De Vargas Elementary School,Cupertino Union,15532,"Families will be able to pick up meals daily for any child 18 and under at the following Cupertino Union Schools: Eisenhower Elementary, Garden Gate Elementary, De Vargas Elementary, Nimitz Elementary. Cupertino Union enrolled families should fill out a family meal pass.",,"Las familias podrán recoger las comidas para cualquier niño de 18 años o menos en las siguientes escuelas de Cupertino Union: Cupertino Middle School, Hyde Middle School, Eisenhower Elementary y Meyerholz Elementary. Las familias inscritas en Cupertino Union deben completar un pase familiar.",5050 Moorpark Ave,5050 Moorpark Ave,San Jose,95129,,,https://cusdk8nutrition.com/,,Open,Complete form in advance,Drive Thru,,School Meals,,Cupertino Union - Daily 11:30 AM - 1 PM,"Monday, Tuesday, Wednesday, Thursday, Friday",11:30 PM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,11/8/2020,Charlie,Charlie Hoffs,Vetted,11/8/2020 4:48am,Charlie Hoffs,
Garden Gate Elementary School,Cupertino Union,15534,"Families will be able to pick up meals daily for any child 18 and under at the following Cupertino Union Schools: Eisenhower Elementary, Garden Gate Elementary, De Vargas Elementary, Nimitz Elementary. Cupertino Union enrolled families should fill out a family meal pass.",,"Las familias podrán recoger las comidas para cualquier niño de 18 años o menos en las siguientes escuelas de Cupertino Union: Cupertino Middle School, Hyde Middle School, Eisenhower Elementary y Meyerholz Elementary. Las familias inscritas en Cupertino Union deben completar un pase familiar.",10500 Ann Arbor Ave,10500 Ann Arbor Ave,Cupertino,95014,,,https://cusdk8nutrition.com/,,Open,Complete form in advance,Drive Thru,,School Meals,,Cupertino Union - Daily 11:30 AM - 1 PM,"Monday, Tuesday, Wednesday, Thursday, Friday",11:30 PM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,11/8/2020,Charlie,Charlie Hoffs,Vetted,11/8/2020 4:49am,Charlie Hoffs,
Lawson Middle School,Cupertino Union,15536,"DAYS VARY. CHECK CALENDAR IN LINK. Families will be able to pick up meals weekly for any child 18 and under at the following Cupertino Union Schools: Cupertino Middle School, Hyde Middle School, Lawson Middle School, Miller Middle School, Kennedy Middle School. Cupertino Union enrolled families should fill out a family meal pass.",,"LOS DÍAS VARÍAN. VER CALENDARIO EN LINK. Las familias podrán recoger comidas semanalmente para cualquier niño de 18 años o menos en las siguientes escuelas de Cupertino Union: Cupertino Middle School, Hyde Middle School, Lawson Middle School, Miller Middle School, Kennedy Middle School. Las familias inscritas en Cupertino Union deben completar un formulario para comida familiar.",10401 Vista Dr,10401 Vista Dr,Cupertino,95014,,,https://cusdk8nutrition.com/,,Open,Complete form in advance,Drive Thru,,School Meals,,Cupertino Union - Weekly 11 AM - 1 PM,,,,,,,,,,,"Breakfast,Lunch",All Children,,11/8/2020,Charlie,Charlie Hoffs,Vetted,11/8/2020 4:49am,Charlie Hoffs,
Miller Middle School,Cupertino Union,15537,"DAYS VARY. CHECK CALENDAR IN LINK. Families will be able to pick up meals weekly for any child 18 and under at the following Cupertino Union Schools: Cupertino Middle School, Hyde Middle School, Lawson Middle School, Miller Middle School, Kennedy Middle School. Cupertino Union enrolled families should fill out a family meal pass.",,"LOS DÍAS VARÍAN. VER CALENDARIO EN LINK. Las familias podrán recoger comidas semanalmente para cualquier niño de 18 años o menos en las siguientes escuelas de Cupertino Union: Cupertino Middle School, Hyde Middle School, Lawson Middle School, Miller Middle School, Kennedy Middle School. Las familias inscritas en Cupertino Union deben completar un formulario para comida familiar.",6151 Rainbow Dr,6151 Rainbow Dr,San Jose,95129,,,https://cusdk8nutrition.com/,,Open,Complete form in advance,Drive Thru,,School Meals,,Cupertino Union - Weekly 11 AM - 1 PM,,,,,,,,,,,"Breakfast,Lunch",All Children,,11/8/2020,Charlie,Charlie Hoffs,Vetted,11/8/2020 4:50am,Charlie Hoffs,
